Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
05-01-2025,Crystal Jones,33,Male,West Scottfort,Acer,Acer 978,Ryzen 7,8GB,1TB SSD,5360,17,4448.8,Net Banking,2,5,Online
03-01-2025,Nicolas Hartman,42,Male,Jaimefurt,Acer,Acer 308,i7,4GB,1TB SSD,18190,2,17826.2,Cash,3,2,Offline
02-01-2025,Allen Miller,42,Other,Port Donald,Dell,Dell 994,i3,8GB,512GB SSD,22630,6,21272.2,UPI,2,1,Online
12-01-2025,Veronica Acosta,65,Male,Andreafurt,Samsung,Samsung 348,Ryzen 7,8GB,1TB SSD,12800,17,10624,UPI,2,4,Offline
08-01-2025,Steven Davis,37,Female,Robynshire,Asus,Asus 625,Ryzen 3,32GB,256GB SSD,22230,24,16894.8,UPI,1,3,Offline
10-01-2025,Samantha Snyder,20,Other,Lake Brandonburgh,Lenovo,Lenovo 859,i5,4GB,1TB HDD,20100,9,18291,Debit Card,1,3,Offline
05-01-2025,Thomas Gonzalez,54,Male,Port Logan,Samsung,Samsung 663,Ryzen 7,16GB,1TB HDD,23010,30,16107,Net Banking,2,2,Online
07-01-2025,Michelle Marshall,26,Other,Fisherburgh,Samsung,Samsung 288,Ryzen 5,4GB,256GB SSD,6040,30,4228,Credit Card,1,4,Online
13-01-2025,Michael Odonnell,22,Other,South Russellport,Apple,Apple 109,i5,32GB,1TB HDD,5470,19,4430.7,Cash,2,4,Online
01-01-2025,Victoria Kelly,52,Other,Meredithport,MSI,MSI 112,i3,16GB,1TB HDD,3700,16,3108,Net Banking,1,1,Online
10-01-2025,Daniel Hall,33,Male,North James,Acer,Acer 934,i7,16GB,1TB SSD,6230,11,5544.7,Net Banking,2,5,Online
10-01-2025,Stephen Rodriguez,37,Other,Port Andrew,HP,HP 769,Ryzen 7,4GB,256GB SSD,19600,12,17248,Net Banking,3,4,Online
08-01-2025,Kelly Anderson,62,Male,Joeberg,HP,HP 611,Ryzen 3,16GB,256GB SSD,24630,29,17487.3,Credit Card,1,2,Offline
10-01-2025,Dawn Brown,20,Male,West Paulville,Acer,Acer 656,Ryzen 5,4GB,512GB SSD,15880,0,15880,Debit Card,3,2,Online
18-01-2025,Christopher Robertson,37,Male,North Donna,Lenovo,Lenovo 680,Ryzen 3,16GB,1TB SSD,8730,25,6547.5,Credit Card,3,3,Online
21-01-2025,Jimmy Gallagher,45,Male,South Victoria,HP,HP 448,Ryzen 5,32GB,1TB HDD,4210,20,3368,UPI,2,4,Offline
03-01-2025,John Hunt,53,Female,Lake Gregorytown,MSI,MSI 290,Ryzen 7,32GB,256GB SSD,15090,25,11317.5,Debit Card,3,1,Offline
04-01-2025,Tammy Lopez,27,Female,East Christopherfort,Apple,Apple 857,Ryzen 3,16GB,1TB HDD,7360,2,7212.8,Credit Card,2,4,Offline
14-01-2025,Teresa Leach,24,Male,Mendozaborough,HP,HP 291,Ryzen 3,32GB,1TB SSD,7230,0,7230,Credit Card,2,5,Offline
12-01-2025,Robin Rodgers,42,Male,East Brandonland,Acer,Acer 523,Ryzen 3,4GB,512GB SSD,24340,5,23123,Net Banking,1,2,Offline
16-01-2025,David Williams,35,Female,East Shelbyfort,Apple,Apple 164,i5,32GB,1TB HDD,20240,9,18418.4,Net Banking,1,3,Online
08-01-2025,Kevin Greene,64,Other,Morrisview,Samsung,Samsung 708,Ryzen 5,8GB,1TB SSD,7380,4,7084.8,UPI,1,4,Offline
03-01-2025,William Thomas,39,Female,New Laura,Asus,Asus 540,Ryzen 7,8GB,1TB HDD,16130,19,13065.3,Debit Card,2,3,Offline
15-01-2025,Raven Morrow,38,Female,Port Shannonport,Samsung,Samsung 689,i5,16GB,1TB SSD,14480,26,10715.2,Net Banking,2,1,Online
04-01-2025,Mrs. Danielle Casey,61,Other,Ambermouth,Dell,Dell 844,Ryzen 3,8GB,1TB SSD,14930,26,11048.2,Credit Card,2,4,Offline
19-01-2025,Jennifer Gibson,33,Female,Michaelberg,Apple,Apple 832,Ryzen 3,32GB,256GB SSD,21390,19,17325.9,Net Banking,3,4,Offline
10-01-2025,Adam Martin,52,Male,North Thomas,Asus,Asus 818,Ryzen 5,4GB,256GB SSD,13160,21,10396.4,UPI,1,5,Offline
15-01-2025,Sean Miller,39,Female,Matthewsbury,HP,HP 110,i3,16GB,512GB SSD,23910,23,18410.7,Cash,3,5,Offline
06-01-2025,Andrew Pearson,41,Female,Katherinechester,Samsung,Samsung 890,Ryzen 7,8GB,1TB HDD,4000,15,3400,Credit Card,2,4,Online
10-01-2025,Sharon Taylor,64,Male,Lake Samuelmouth,Asus,Asus 419,i7,32GB,512GB SSD,24340,15,20689,UPI,2,1,Offline
05-01-2025,Karen Harris,38,Male,Natalieview,Acer,Acer 145,Ryzen 7,4GB,256GB SSD,17050,20,13640,Credit Card,3,2,Online
17-01-2025,Patrick Anderson,53,Male,Pamelaland,Asus,Asus 673,Ryzen 3,32GB,512GB SSD,19590,20,15672,Debit Card,1,4,Online
09-01-2025,Danielle Blackwell,65,Other,Debrafurt,Lenovo,Lenovo 560,Ryzen 5,32GB,1TB SSD,3180,22,2480.4,Debit Card,1,3,Online
02-01-2025,Christina Graham,52,Male,Murphyview,Asus,Asus 433,i5,32GB,256GB SSD,13740,21,10854.6,Net Banking,3,3,Offline
14-01-2025,Brittany Smith,55,Male,West Elizabeth,Asus,Asus 460,Ryzen 3,8GB,1TB HDD,6470,21,5111.3,Debit Card,2,1,Offline
08-01-2025,Mike Ortega,25,Male,East John,Asus,Asus 810,i5,32GB,1TB SSD,8640,18,7084.8,Net Banking,2,2,Online
19-01-2025,Matthew Cooper,53,Male,Lake Matthew,Samsung,Samsung 395,i5,8GB,1TB HDD,21470,19,17390.7,Credit Card,2,1,Online
12-01-2025,Victor Ferrell,30,Female,Lake Robertoborough,Samsung,Samsung 518,Ryzen 7,32GB,1TB SSD,21180,15,18003,Debit Card,1,5,Online
01-01-2025,Tiffany Martin,36,Male,Port Ericahaven,Acer,Acer 330,Ryzen 5,16GB,512GB SSD,21730,18,17818.6,Net Banking,3,5,Online
03-01-2025,David Villarreal,35,Other,Johnsonside,Asus,Asus 655,i3,32GB,512GB SSD,20410,3,19797.7,Debit Card,2,1,Offline
12-01-2025,Darin Stephens,40,Male,Lake Natasha,Samsung,Samsung 986,i3,8GB,512GB SSD,17360,27,12672.8,Cash,3,4,Online
03-01-2025,Robert Jones,31,Male,South Michaelafort,Dell,Dell 683,i7,16GB,512GB SSD,16250,22,12675,UPI,2,5,Online
06-01-2025,Douglas Davis,26,Female,West Heather,Dell,Dell 383,Ryzen 7,8GB,512GB SSD,13220,4,12691.2,UPI,1,4,Online
07-01-2025,Taylor Johnson,54,Other,East Christinaville,Acer,Acer 742,Ryzen 3,32GB,1TB SSD,6090,20,4872,Credit Card,2,5,Offline
01-01-2025,April Sanchez,47,Female,South Jamesside,Asus,Asus 695,i3,4GB,1TB SSD,17670,27,12899.1,Credit Card,3,4,Offline
01-01-2025,Donna Baker,31,Female,Johnton,Acer,Acer 430,i7,16GB,512GB SSD,22870,25,17152.5,UPI,3,1,Online
16-01-2025,Emily Hayes,58,Female,Millerton,Dell,Dell 227,i5,32GB,1TB SSD,3020,30,2114,Net Banking,1,2,Online
18-01-2025,Samuel Tyler,35,Male,East Christine,Asus,Asus 356,i3,16GB,512GB SSD,5120,12,4505.6,UPI,3,2,Online
01-01-2025,Tanya Gomez,63,Male,Wallview,Dell,Dell 318,Ryzen 3,4GB,512GB SSD,12260,16,10298.4,Net Banking,1,1,Online
09-01-2025,Amanda Duncan,45,Other,Ericstad,Apple,Apple 589,i3,8GB,1TB SSD,6650,23,5120.5,Credit Card,1,3,Offline
14-01-2025,Ralph Velasquez,26,Female,West Cheryl,Apple,Apple 756,Ryzen 7,8GB,256GB SSD,24720,18,20270.4,Credit Card,3,2,Offline
23-01-2025,John Burch,64,Male,Lake Terrifort,Apple,Apple 521,Ryzen 5,32GB,512GB SSD,6550,28,4716,Credit Card,1,1,Offline
05-01-2025,Pamela Buck,45,Female,Port Anthonyshire,Apple,Apple 353,i7,4GB,512GB SSD,14670,24,11149.2,Credit Card,3,3,Online
12-01-2025,Bonnie Bowers,65,Female,Barnesberg,Acer,Acer 761,i3,8GB,1TB SSD,18800,3,18236,Debit Card,2,5,Online
10-01-2025,Michelle Farmer,41,Female,Katiestad,Apple,Apple 496,Ryzen 5,32GB,1TB HDD,10070,24,7653.2,Net Banking,1,1,Online
15-01-2025,Jill Mccann,34,Male,Amyhaven,Dell,Dell 161,Ryzen 3,16GB,1TB SSD,20340,22,15865.2,Net Banking,1,5,Online
16-01-2025,Kimberly White,35,Male,East Adrian,Acer,Acer 180,Ryzen 5,8GB,512GB SSD,24970,10,22473,Net Banking,3,1,Offline
21-01-2025,Nicholas Kane,64,Male,Davidfort,Dell,Dell 350,i3,32GB,256GB SSD,21570,19,17471.7,Cash,1,3,Online
12-01-2025,Elizabeth Rivers,18,Other,Port Roberthaven,Apple,Apple 818,i3,8GB,1TB SSD,17200,16,14448,Cash,3,3,Offline
05-01-2025,James Stewart,26,Other,Williamsside,Acer,Acer 850,i3,4GB,1TB HDD,20580,8,18933.6,Cash,1,3,Offline
15-01-2025,Katie Miller,47,Other,Turnerchester,Asus,Asus 156,Ryzen 3,8GB,1TB HDD,9440,8,8684.8,Credit Card,3,1,Online
10-01-2025,William Flores,20,Male,Sandrahaven,Lenovo,Lenovo 147,Ryzen 3,16GB,1TB SSD,9140,5,8683,Credit Card,3,4,Offline
20-01-2025,Cynthia Romero,33,Female,North Kenneth,Asus,Asus 377,i3,16GB,256GB SSD,23560,21,18612.4,Credit Card,1,2,Online
19-01-2025,Taylor Williams,43,Male,Millerburgh,Samsung,Samsung 986,i7,16GB,1TB HDD,6530,17,5419.9,Net Banking,1,3,Offline
08-01-2025,Patricia Gonzalez,54,Female,Micheleshire,Lenovo,Lenovo 575,i7,32GB,512GB SSD,13040,4,12518.4,Credit Card,2,1,Offline
20-01-2025,John Neal,58,Other,Keyhaven,Dell,Dell 443,i3,32GB,1TB HDD,7250,6,6815,Cash,1,4,Online
04-01-2025,Joseph Yang,27,Other,Burtonside,Acer,Acer 195,i3,8GB,1TB SSD,18250,14,15695,Credit Card,3,1,Online
16-01-2025,Dana Martinez,58,Female,Lake Sarahside,HP,HP 706,Ryzen 5,4GB,1TB SSD,8350,7,7765.5,UPI,2,3,Offline
09-01-2025,Cameron Alvarez,38,Female,Greghaven,Acer,Acer 339,i3,8GB,512GB SSD,7460,4,7161.6,Credit Card,1,4,Offline
14-01-2025,Michele Rivera,44,Male,Freemanburgh,Asus,Asus 888,i5,32GB,1TB HDD,21970,8,20212.4,Credit Card,1,2,Online
20-01-2025,Ryan Thompson,31,Female,West James,Apple,Apple 193,Ryzen 7,8GB,1TB HDD,19230,16,16153.2,Credit Card,3,3,Online
08-01-2025,Gloria Randolph,19,Female,Christinaburgh,Samsung,Samsung 669,Ryzen 7,8GB,256GB SSD,21920,3,21262.4,Debit Card,1,1,Online
17-01-2025,Ashley Vargas,26,Male,Danieltown,MSI,MSI 481,Ryzen 7,4GB,1TB HDD,6070,0,6070,Credit Card,1,4,Online
07-01-2025,Megan Saunders,39,Male,North Morganfort,Dell,Dell 572,i3,8GB,1TB SSD,19170,15,16294.5,Credit Card,2,4,Offline
19-01-2025,Tim Sanders,31,Male,Cameronland,Acer,Acer 386,Ryzen 3,8GB,256GB SSD,13060,20,10448,UPI,2,4,Online
03-01-2025,Antonio Fernandez,23,Female,Port Michaelside,MSI,MSI 240,Ryzen 3,8GB,512GB SSD,3790,12,3335.2,UPI,2,5,Offline
14-01-2025,Craig Buckley,54,Other,Michaelside,Asus,Asus 497,i7,8GB,256GB SSD,16060,19,13008.6,Debit Card,1,3,Offline
09-01-2025,Angela Valdez,51,Female,South Robinton,Lenovo,Lenovo 263,i3,8GB,512GB SSD,13910,17,11545.3,Credit Card,1,5,Offline
06-01-2025,Virginia Zuniga,29,Male,Port Kellyport,Lenovo,Lenovo 706,i7,16GB,256GB SSD,17400,30,12180,Cash,3,2,Offline
17-01-2025,Jennifer Lin,52,Female,North Wendyhaven,Apple,Apple 602,i3,4GB,256GB SSD,12520,19,10141.2,Debit Card,1,5,Online
01-01-2025,Lindsay Simmons,39,Other,East Samanthaview,Lenovo,Lenovo 925,i5,16GB,512GB SSD,16250,1,16087.5,Credit Card,1,5,Online
20-01-2025,Aaron Gates,51,Female,Lake Maria,HP,HP 482,Ryzen 7,32GB,256GB SSD,16780,9,15269.8,UPI,1,2,Offline
21-01-2025,Lisa Rivera,59,Female,Christopherville,Apple,Apple 824,Ryzen 5,16GB,512GB SSD,10180,12,8958.4,UPI,3,3,Online
16-01-2025,Leslie Mitchell,64,Male,Owenmouth,MSI,MSI 971,Ryzen 5,4GB,512GB SSD,16030,29,11381.3,Cash,1,5,Offline
20-01-2025,Caitlin Hamilton,27,Female,Lake Matthew,HP,HP 343,i7,16GB,512GB SSD,6630,26,4906.2,UPI,2,1,Online
08-01-2025,Robert Smith,33,Other,Emilyborough,HP,HP 458,i7,4GB,256GB SSD,4970,12,4373.6,Net Banking,3,4,Offline
02-01-2025,Zachary Mcgrath,49,Female,Port Randy,Asus,Asus 659,Ryzen 3,4GB,1TB SSD,12230,5,11618.5,Net Banking,1,1,Online
08-01-2025,David Reyes,38,Female,West Briana,HP,HP 175,i7,8GB,1TB SSD,9590,23,7384.3,Credit Card,3,1,Offline
23-01-2025,Derek Stone,63,Male,Richardville,MSI,MSI 769,i5,32GB,512GB SSD,5190,3,5034.3,UPI,1,2,Offline
05-01-2025,Sophia Anthony,60,Female,Reeseview,Acer,Acer 343,i3,4GB,1TB SSD,23100,4,22176,Credit Card,2,1,Online
21-01-2025,Jon Bell,36,Other,Travisview,Samsung,Samsung 304,i3,4GB,512GB SSD,9990,20,7992,UPI,1,4,Offline
16-01-2025,Jacob Kim,43,Female,Scottland,Samsung,Samsung 776,i7,4GB,1TB SSD,10570,11,9407.3,Net Banking,2,2,Online
02-01-2025,Phillip White,34,Female,Port Katherinefurt,Samsung,Samsung 369,i5,16GB,256GB SSD,9190,24,6984.4,Credit Card,1,3,Offline
15-01-2025,Stacey Lane,55,Male,East Whitneymouth,Dell,Dell 960,Ryzen 3,32GB,1TB SSD,12650,15,10752.5,UPI,1,4,Online
23-01-2025,Lisa White,25,Female,Whiteville,Apple,Apple 271,i5,8GB,512GB SSD,4740,13,4123.8,Credit Card,3,4,Online
23-01-2025,Harry Smith,56,Female,Lake Taylorchester,Asus,Asus 844,i3,4GB,1TB SSD,19270,17,15994.1,UPI,2,5,Online
14-01-2025,Jessica Hale,62,Other,Joshuahaven,MSI,MSI 215,Ryzen 3,8GB,512GB SSD,7100,29,5041,Credit Card,3,1,Offline
13-01-2025,Frank Harris,44,Female,Port Patricia,MSI,MSI 770,Ryzen 3,32GB,256GB SSD,10050,8,9246,Net Banking,1,5,Online
05-01-2025,Paul Reeves,43,Female,New David,Lenovo,Lenovo 150,Ryzen 7,32GB,1TB HDD,18250,0,18250,UPI,2,3,Offline
19-01-2025,Michelle Palmer,62,Other,Port Matthew,HP,HP 989,i5,8GB,1TB HDD,21140,24,16066.4,UPI,2,4,Online
11-01-2025,Jason Hall,46,Male,Port Stanley,MSI,MSI 858,Ryzen 3,16GB,256GB SSD,24100,25,18075,Debit Card,1,3,Offline
23-01-2025,Beth Long,26,Other,Wagnerborough,Dell,Dell 277,i5,8GB,256GB SSD,13210,1,13077.9,Net Banking,1,3,Offline
06-01-2025,Michelle Sims,41,Female,Joanntown,MSI,MSI 750,i3,4GB,512GB SSD,18250,15,15512.5,Cash,2,2,Offline
18-01-2025,Jeremy Johnson,40,Male,New Angelaview,Acer,Acer 866,Ryzen 7,4GB,1TB HDD,4120,12,3625.6,Credit Card,1,5,Online
16-01-2025,Andre Edwards,59,Male,South Patriciaview,Lenovo,Lenovo 375,Ryzen 7,32GB,256GB SSD,3360,15,2856,Debit Card,3,2,Online
07-01-2025,Rodney Park,34,Other,East Dana,Acer,Acer 829,Ryzen 7,16GB,1TB SSD,18420,27,13446.6,UPI,2,3,Offline
15-01-2025,Courtney Lowery,37,Other,Port James,MSI,MSI 698,i3,4GB,1TB HDD,14570,9,13258.7,Credit Card,2,1,Offline
15-01-2025,Darren Nguyen,58,Female,Lake Melanieville,Acer,Acer 367,Ryzen 7,16GB,512GB SSD,9140,16,7677.6,Debit Card,1,5,Offline
19-01-2025,Robert Patterson,61,Male,Jasonhaven,Dell,Dell 771,Ryzen 3,16GB,1TB HDD,20140,12,17723.2,Net Banking,3,1,Offline
09-01-2025,Margaret Wilson,64,Other,Port Mary,Lenovo,Lenovo 802,Ryzen 5,32GB,1TB HDD,23770,9,21630.7,Debit Card,3,5,Offline
11-01-2025,Brandon Houston,24,Female,North Tammyside,Apple,Apple 858,i7,8GB,1TB HDD,6650,7,6184.5,UPI,1,3,Offline
09-01-2025,Justin Duarte,41,Female,North Sarah,Acer,Acer 574,i3,32GB,256GB SSD,5910,15,5023.5,Debit Card,3,1,Offline
06-01-2025,Suzanne Walters,44,Male,South Jameschester,Apple,Apple 240,i5,16GB,1TB SSD,21740,4,20870.4,UPI,3,2,Offline
14-01-2025,Dylan Cross,39,Other,Sarahhaven,Apple,Apple 420,Ryzen 7,4GB,256GB SSD,21510,8,19789.2,Debit Card,1,5,Offline
04-01-2025,Ronald Carr,23,Male,Bradleyburgh,MSI,MSI 748,Ryzen 3,32GB,1TB SSD,22550,12,19844,Credit Card,1,5,Offline
07-01-2025,Jason Russell,18,Female,Lake Joshuahaven,Lenovo,Lenovo 118,Ryzen 7,4GB,512GB SSD,12260,22,9562.8,UPI,2,2,Offline
15-01-2025,Jeremy Hunt,50,Other,Cruzmouth,Acer,Acer 271,i3,4GB,1TB HDD,14910,14,12822.6,Cash,3,5,Offline
03-01-2025,Jessica Bowman,61,Male,New Christopherton,Asus,Asus 601,i7,8GB,512GB SSD,19520,0,19520,Debit Card,1,2,Online
10-01-2025,Dana Jacobson,55,Other,Russellview,Apple,Apple 226,i7,4GB,1TB SSD,13470,24,10237.2,Cash,3,1,Online
13-01-2025,Heather Baker,59,Male,East Brendafort,Dell,Dell 806,i3,32GB,1TB SSD,18570,3,18012.9,Cash,2,4,Online
13-01-2025,Carrie Watkins,62,Other,Rothland,Dell,Dell 408,Ryzen 3,4GB,1TB HDD,8610,13,7490.7,Credit Card,3,5,Offline
11-01-2025,Elizabeth Thompson,25,Male,Richmondland,Samsung,Samsung 303,Ryzen 5,8GB,1TB HDD,24420,6,22954.8,UPI,3,4,Online
11-01-2025,Andrew Byrd,20,Other,Kimberlyshire,Samsung,Samsung 312,Ryzen 7,32GB,1TB HDD,12600,0,12600,Credit Card,3,1,Offline
16-01-2025,Jorge Gross,27,Male,Robinsonstad,HP,HP 840,Ryzen 7,4GB,1TB HDD,12460,14,10715.6,UPI,2,4,Online
12-01-2025,Tyrone Holt,29,Male,East Johnland,Acer,Acer 468,Ryzen 7,16GB,1TB SSD,7740,3,7507.8,Credit Card,1,2,Offline
19-01-2025,Eugene Johnson,40,Female,Amandastad,Acer,Acer 999,Ryzen 7,4GB,1TB HDD,17030,5,16178.5,Credit Card,2,4,Offline
19-01-2025,Stefanie Perkins,42,Other,Williammouth,Samsung,Samsung 919,Ryzen 3,8GB,256GB SSD,8420,22,6567.6,Credit Card,1,1,Offline
19-01-2025,Sharon Kramer,54,Other,Ryanport,Samsung,Samsung 285,Ryzen 5,32GB,1TB HDD,4180,27,3051.4,Debit Card,2,4,Offline
03-01-2025,Jose Dawson,46,Male,Curtisville,HP,HP 367,Ryzen 7,16GB,256GB SSD,24490,24,18612.4,Cash,3,5,Offline
09-01-2025,Mrs. Debra Rasmussen,51,Other,Stonetown,HP,HP 543,Ryzen 7,8GB,1TB SSD,17160,21,13556.4,Net Banking,1,5,Online
06-01-2025,Jessica Dickson,59,Male,Port Antonioborough,Samsung,Samsung 972,Ryzen 3,8GB,256GB SSD,23130,10,20817,Debit Card,2,3,Online
04-01-2025,Penny Calderon,53,Other,Perryport,MSI,MSI 512,i5,4GB,1TB SSD,21190,25,15892.5,Cash,2,1,Offline
21-01-2025,Thomas Vang,38,Male,East Saramouth,Samsung,Samsung 863,Ryzen 7,4GB,256GB SSD,19520,13,16982.4,Credit Card,3,5,Online
02-01-2025,Justin Page,56,Other,Aliciahaven,Acer,Acer 620,Ryzen 5,8GB,1TB SSD,16960,11,15094.4,Credit Card,1,4,Offline
07-01-2025,Ashley Davis,63,Other,Campbellport,Asus,Asus 833,Ryzen 3,4GB,256GB SSD,12080,0,12080,UPI,2,3,Offline
05-01-2025,Jonathan Glenn,62,Male,Sarahport,Dell,Dell 268,Ryzen 3,8GB,1TB SSD,7380,8,6789.6,Cash,1,2,Offline
16-01-2025,Jared Dillon,31,Female,Wallborough,Lenovo,Lenovo 833,i7,4GB,1TB SSD,4900,29,3479,Cash,1,4,Online
04-01-2025,Jacqueline Conner,49,Male,East Suzanne,Dell,Dell 666,Ryzen 3,32GB,512GB SSD,10110,23,7784.7,Debit Card,1,4,Offline
04-01-2025,David Huang,44,Other,Port Elizabeth,Lenovo,Lenovo 380,Ryzen 3,16GB,1TB HDD,21540,25,16155,Debit Card,1,4,Offline
12-01-2025,Daniel Flores,62,Other,Kevinmouth,Asus,Asus 828,Ryzen 7,8GB,512GB SSD,11580,19,9379.8,UPI,3,3,Online
03-01-2025,Kelly Pittman,50,Other,Sandovalland,Asus,Asus 827,i3,16GB,1TB SSD,20090,21,15871.1,Cash,2,4,Online
23-01-2025,Kimberly Farmer,19,Female,Johnsonview,Apple,Apple 154,Ryzen 7,4GB,512GB SSD,13930,24,10586.8,Debit Card,2,3,Online
22-01-2025,Annette Norris,62,Female,West Maria,Lenovo,Lenovo 871,Ryzen 5,4GB,1TB HDD,21530,3,20884.1,Cash,3,5,Offline
10-01-2025,Heather Roberts,33,Other,Port Markchester,Acer,Acer 809,Ryzen 7,4GB,1TB SSD,18870,13,16416.9,UPI,3,1,Offline
19-01-2025,Andrew Duncan,30,Other,New Tracey,Samsung,Samsung 949,i5,16GB,512GB SSD,10920,9,9937.2,Net Banking,1,1,Online
05-01-2025,Pamela Frederick,65,Other,Port Elizabethview,HP,HP 486,i3,32GB,1TB HDD,13820,4,13267.2,Debit Card,3,3,Offline
16-01-2025,Michael Diaz,47,Other,Lake Mariehaven,Apple,Apple 140,i5,16GB,256GB SSD,15330,15,13030.5,Cash,3,3,Offline
22-01-2025,Rebecca Romero,51,Male,New Marissahaven,Apple,Apple 633,i3,8GB,1TB SSD,24990,12,21991.2,Credit Card,2,2,Offline
09-01-2025,Darrell Clark,39,Female,Boyleport,Acer,Acer 323,Ryzen 5,32GB,256GB SSD,7690,21,6075.1,UPI,2,2,Online
05-01-2025,Cristina Wilson,61,Female,Matthewmouth,MSI,MSI 915,i3,32GB,1TB HDD,14580,0,14580,Cash,2,5,Offline
22-01-2025,Jeremy Nelson,49,Male,Hillmouth,Acer,Acer 767,i5,16GB,256GB SSD,6930,5,6583.5,Cash,3,1,Online
18-01-2025,Christopher Dickerson,60,Other,West Jordanshire,Lenovo,Lenovo 985,Ryzen 7,32GB,256GB SSD,11420,17,9478.6,Net Banking,3,1,Online
17-01-2025,Billy Roberts,47,Other,Joshuaborough,Asus,Asus 138,i3,4GB,256GB SSD,10290,25,7717.5,UPI,3,1,Offline
01-01-2025,James Stevens,44,Female,West Sherryport,Samsung,Samsung 745,Ryzen 3,32GB,1TB HDD,3690,12,3247.2,Credit Card,3,1,Online
06-01-2025,Stacy Cruz,62,Male,New Josephmouth,Asus,Asus 614,i3,16GB,1TB HDD,6540,9,5951.4,Net Banking,2,4,Offline
23-01-2025,Jennifer Carson,28,Other,Clarkview,Lenovo,Lenovo 239,Ryzen 7,32GB,1TB HDD,8900,9,8099,UPI,1,5,Online
17-01-2025,Erik Jackson,20,Male,Domingueztown,MSI,MSI 650,Ryzen 5,4GB,1TB HDD,11600,23,8932,UPI,1,4,Online
14-01-2025,Kelly Howard,28,Male,South Julietown,Lenovo,Lenovo 731,i7,8GB,256GB SSD,10420,21,8231.8,Cash,1,5,Online
06-01-2025,Andrew Sanchez,36,Other,Cathyfurt,HP,HP 356,i3,8GB,1TB SSD,16550,11,14729.5,Debit Card,3,2,Offline
15-01-2025,Hector Holmes,57,Male,South Jeffrey,Lenovo,Lenovo 425,Ryzen 3,32GB,1TB HDD,15520,22,12105.6,Cash,1,5,Offline
02-01-2025,Tammy Crane,45,Male,Marissaton,Dell,Dell 420,i5,8GB,1TB SSD,14330,26,10604.2,UPI,1,3,Offline
06-01-2025,Thomas Lamb,46,Female,Port Tamara,Acer,Acer 598,Ryzen 5,4GB,512GB SSD,6350,26,4699,UPI,1,5,Offline
03-01-2025,Gregory Bell,64,Other,Martinezfurt,HP,HP 844,i3,4GB,256GB SSD,19590,24,14888.4,Cash,1,1,Offline
13-01-2025,Matthew Wheeler,59,Male,Lake Brendachester,Asus,Asus 501,i5,16GB,512GB SSD,22030,16,18505.2,Cash,1,4,Online
13-01-2025,Gary Sanford,60,Male,Chelsealand,Apple,Apple 875,Ryzen 5,8GB,1TB SSD,9520,5,9044,Cash,3,2,Offline
23-01-2025,Bobby Baird,20,Male,Carterville,Samsung,Samsung 337,i3,16GB,1TB HDD,12580,1,12454.2,Debit Card,3,3,Offline
02-01-2025,Kathy Bishop,47,Male,North Jadeside,Dell,Dell 764,i7,4GB,1TB HDD,13780,18,11299.6,Cash,3,2,Offline
07-01-2025,Matthew Cruz,41,Other,West Melanie,HP,HP 629,i7,32GB,512GB SSD,24150,12,21252,UPI,2,4,Online
10-01-2025,John Gonzalez,50,Male,Sharpfurt,Samsung,Samsung 269,i5,4GB,1TB HDD,11660,4,11193.6,Debit Card,1,3,Online
20-01-2025,Kayla Keller,44,Female,New Felicia,HP,HP 593,Ryzen 7,32GB,1TB SSD,11630,18,9536.6,Debit Card,3,4,Online
06-01-2025,Steven Garcia,20,Male,New Derek,Apple,Apple 237,Ryzen 7,4GB,512GB SSD,5290,5,5025.5,UPI,1,5,Online
15-01-2025,Beverly Smith,64,Other,East Stephaniehaven,Acer,Acer 187,i5,32GB,1TB SSD,22720,5,21584,Debit Card,2,5,Online
20-01-2025,Hector Simmons,57,Other,Port Kelsey,Acer,Acer 271,Ryzen 7,16GB,1TB SSD,5810,7,5403.3,Net Banking,2,2,Online
10-01-2025,Lisa Ryan,30,Other,Wangshire,MSI,MSI 946,i5,4GB,512GB SSD,22490,28,16192.8,Cash,3,1,Online
23-01-2025,Antonio Powers,23,Female,Erikview,Apple,Apple 717,Ryzen 5,4GB,1TB SSD,24380,13,21210.6,UPI,1,5,Online
09-01-2025,Bobby Miranda,48,Female,Mariamouth,Asus,Asus 703,Ryzen 7,4GB,1TB SSD,8480,8,7801.6,Net Banking,1,1,Offline
06-01-2025,Albert Reyes,34,Male,Dominguezbury,Dell,Dell 826,Ryzen 7,4GB,256GB SSD,24280,0,24280,Net Banking,3,2,Offline
06-01-2025,Eric Harding,41,Male,New Susanport,Apple,Apple 536,Ryzen 7,16GB,1TB HDD,24950,13,21706.5,Cash,2,5,Offline
22-01-2025,Vicki Conway,31,Female,Port Brittany,Samsung,Samsung 283,i7,32GB,1TB HDD,15560,18,12759.2,UPI,3,4,Online
13-01-2025,Hayley Montgomery,65,Male,North Michael,Samsung,Samsung 901,Ryzen 7,8GB,256GB SSD,11780,16,9895.2,Net Banking,2,5,Online
20-01-2025,Lisa Peck,42,Other,South Melindatown,Dell,Dell 923,i3,8GB,1TB SSD,20830,2,20413.4,Credit Card,2,2,Online
